index, x, y, layer, weight, rho, delta, nh, isSeed, clusterId
61641, -62.810, -28.340, 61, 1.000, 58.000,  3.96, 61712, 0, 191
61642, -80.600, -34.770, 61, 1.000, 61.500,  3.92, 61511, 0, 191
61643, 140.630, -107.030, 61, 1.000, 63.500,   2.6, 61433, 0, 184
61644, -84.640, 113.850, 61, 1.000, 62.000,  1.99, 61501, 0, 194
61645, -81.290, -41.670, 61, 1.000, 55.000,  1.13, 61718, 0, 191
61646, 170.950, -133.090, 61, 1.000, 56.500,  3.18, 61026, 0, 184
61647, 96.800, -67.760, 61, 1.000, 45.500,  3.64, 61773, 0, 184
61648, 150.690, -100.770, 61, 1.000, 60.500,  1.04, 61105, 0, 184
61649, 136.520, -82.590, 61, 1.000, 60.500,  4.54, 61699, 0, 184
61650, -53.880, -93.490, 61, 1.000, 25.000,  9.65, 61592, 0, 191
61651, 111.880, -72.340, 61, 1.000, 55.000,  1.66, 61584, 0, 184
61652, -22.190, 54.980, 61, 1.000, 47.000,  4.53, 61864, 0, 194
61653, -230.000, 183.550, 61, 1.000, 1.000,  49.1, 61948, 0, 191
61654, -14.600, -88.630, 61, 1.000, 19.000,  2.94, 61266, 0, 191
61655, -106.760, 31.560, 61, 1.000, 52.000, 0.292, 61874, 0, 191
61656, -15.520, -103.580, 61, 1.000, 18.500,  6.13, 61525, 0, 191
61657, -120.850, 125.690, 61, 1.000, 41.000,  5.09, 61013, 0, 194
61658, -66.320, -35.500, 61, 1.000, 57.500,   3.5, 61610, 0, 191
61659, -52.160, -34.610, 61, 1.000, 48.500,  5.17, 61380, 0, 191
61660, -82.970, -17.030, 61, 1.000, 66.000,  1.26, 61320, 0, 191
61661, 203.350, -169.410, 61, 1.000, 28.500,  4.29, 61935, 0, 184
61662, -112.110, 49.060, 61, 1.000, 40.500,  4.11, 61633, 0, 191
61663, -113.160, 37.120, 61, 1.000, 48.000,  1.03, 61735, 0, 191
61664, -138.470, 46.450, 61, 1.000, 35.500,  5.06, 61390, 0, 191
61665, -44.060, 64.050, 61, 1.000, 63.000,  9.06, 61721, 0, 194
61666, 94.220, -20.920, 61, 1.000, 26.500,   4.9, 61485, 0, 184
61667, -84.750, 133.210, 61, 1.000, 53.500,  4.18, 61683, 0, 194
61668, 140.410, -104.580, 61, 1.000, 61.000,  1.36, 61732, 0, 184
61669, -35.760, 58.940, 61, 1.000, 58.500,  1.43, 61869, 0, 194
61670, 102.940, -82.950, 61, 1.000, 53.000,  4.66, 61462, 0, 184
61671, 98.020, -43.680, 61, 1.000, 42.500,  6.81, 61457, 0, 184
61672, 80.860, -34.460, 61, 1.000, 32.500,  6.31, 61792, 0, 184
61673, -78.360, 84.350, 61, 1.000, 69.500,  2.31, 61724, 0, 194
61674, -55.800, -55.980, 61, 1.000, 47.000,  1.36, 61218, 0, 191
61675, -19.770, 38.460, 61, 1.000, 42.500,  1.15, 61334, 0, 194
61676, -56.480, 90.240, 61, 1.000, 68.000,  3.26, 61386, 0, 194
61677, -47.920, -46.330, 61, 1.000, 47.500,  6.44, 61838, 0, 191
61678, 126.970, -104.450, 61, 1.000, 60.500,   3.3, 61349, 0, 184
61679, 149.970, -123.690, 61, 1.000, 64.500,  0.74, 61110, 0, 184
61680, 217.480, -230.000, 61, 1.000, 7.500,    12, 61897, 0, 184
61681, -111.730, 15.250, 61, 1.000, 60.000,  5.76, 61814, 0, 191
61682, 220.900, -201.190, 61, 1.000, 13.000,  9.75, 61346, 0, 184
61683, -88.850, 132.390, 61, 1.000, 55.000,  7.38, 61070, 0, 194
61684, -86.150, 106.060, 61, 1.000, 66.500,  3.08, 61078, 0, 194
61685, 92.930, -65.320, 61, 1.000, 43.500,  4.57, 61647, 0, 184
61686, -171.520, 209.650, 61, 1.000, 4.000,    19, 61512, 0, 194
61687, -100.000, 80.770, 61, 1.000, 47.000,  12.4, 61713, 0, 194
61688, -95.400, 116.310, 61, 1.000, 56.000, 0.377, 61701, 0, 194
61689, -71.940, 113.100, 61, 1.000, 63.000,  3.33, 61776, 0, 194
61690, -142.190, 32.590, 61, 1.000, 36.500,   6.8, 61377, 0, 191
61691, -83.050, 108.050, 61, 1.000, 66.000,  3.68, 61684, 0, 194
61692, -23.450, 66.670, 61, 1.000, 45.000,  4.16, 61625, 0, 194
61693, -148.550, 23.530, 61, 1.000, 23.000,  11.1, 61690, 0, 191
61694, -105.850, 135.050, 61, 1.000, 49.000,  3.14, 61697, 0, 194
61695, 138.180, -113.960, 61, 1.000, 64.000,  5.75, 61743, 0, 184
61696, -64.060, 67.830, 61, 1.000, 61.500,   3.9, 61722, 0, 194
61697, -106.380, 131.950, 61, 1.000, 51.500,  5.29, 61045, 0, 194
61698, -56.060, 84.460, 61, 1.000, 67.000,   4.9, 61766, 0, 194
61699, 132.290, -84.230, 61, 1.000, 62.500,  4.64, 61235, 0, 184
61700, 124.260, -93.760, 61, 1.000, 63.000,  6.81, 61827, 0, 184
61701, -95.470, 115.940, 61, 1.000, 57.000,  3.36, 61540, 0, 194
61702, -23.530, 41.160, 61, 1.000, 44.000,   4.3, 61894, 0, 194
61703, -180.700, 104.930, 61, 1.000, 13.000,  12.1, 61228, 0, 191
61704, -85.800, -5.250, 61, 1.000, 66.500,  84.1, 61890, 1, 0
61705, -26.730, 24.850, 61, 1.000, 41.000,  1.95, 61866, 0, 194
61706, -64.890, 75.580, 61, 1.000, 63.500,  1.04, 61481, 0, 194
61707, -60.870, -13.200, 61, 1.000, 57.500,   8.8, 61751, 0, 191
61708, -163.870, 79.320, 61, 1.000, 18.000,  7.03, 61314, 0, 191
61709, -86.860, -31.410, 61, 1.000, 61.500,  8.39, 61511, 0, 191
61710, -86.370, 0.810, 61, 1.000, 65.500,  6.09, 61704, 0, 191
61711, -33.640, 65.190, 61, 1.000, 57.500,     5, 61594, 0, 194
61712, -63.190, -24.400, 61, 1.000, 60.000,  6.68, 61488, 0, 191
61713, -87.670, 81.670, 61, 1.000, 61.500,  9.68, 61271, 0, 194
61714, -117.320, 43.720, 61, 1.000, 44.500,  3.99, 61741, 0, 191
61715, 181.990, -158.020, 61, 1.000, 46.500,  2.93, 61115, 0, 184
61716, 178.130, -145.210, 61, 1.000, 50.000,  5.17, 61034, 0, 184
61717, 100.960, -60.540, 61, 1.000, 51.000,  2.82, 61164, 0, 184
61718, -82.040, -40.820, 61, 1.000, 56.500, 0.967, 61815, 0, 191
61719, 191.110, -168.860, 61, 1.000, 36.000,  2.44, 61037, 0, 184
61720, -17.330, 24.840, 61, 1.000, 37.500,  1.19, 61087, 0, 194
61721, -52.940, 62.230, 61, 1.000, 64.000,  18.9, 61481, 0, 194
61722, -61.040, 70.290, 61, 1.000, 61.500,   1.8, 61103, 0, 194
61723, 199.620, -184.850, 61, 1.000, 27.000,  5.17, 61536, 0, 184
61724, -76.120, 84.930, 61, 1.000, 70.000,  4.95, 61294, 0, 194
61725, -91.810, 2.100, 61, 1.000, 61.500,  1.21, 61543, 0, 191
61726, 202.680, -197.000, 61, 1.000, 21.500,   8.6, 61889, 0, 184
61727, 118.100, -60.920, 61, 1.000, 52.500,   7.7, 61468, 0, 184
61728, 180.800, -171.590, 61, 1.000, 39.000,  5.33, 61341, 0, 184
61729, -60.510, -39.400, 61, 1.000, 52.000,  6.16, 61574, 0, 191
61730, 101.230, -55.430, 61, 1.000, 50.500,  5.12, 61717, 0, 184
61731, -105.510, 118.750, 61, 1.000, 55.000,  3.42, 61178, 0, 194
61732, 141.770, -104.550, 61, 1.000, 62.000,  1.12, 61880, 0, 184
61733, -91.110, 99.000, 61, 1.000, 65.500,  3.65, 61307, 0, 194
61734, 212.290, -207.810, 61, 1.000, 13.500,    11, 61539, 0, 184
61735, -112.130, 37.140, 61, 1.000, 48.000,  5.34, 61008, 0, 191
61736, -38.060, -40.280, 61, 1.000, 40.000,  5.23, 61338, 0, 191
61737, 143.400, -96.850, 61, 1.000, 60.500,  5.36, 61356, 0, 184
61738, -55.660, -26.840, 61, 1.000, 51.500,  2.06, 61854, 0, 191
61739, 127.300, -85.590, 61, 1.000, 63.500,  3.19, 61827, 0, 184
61740, -154.240, 200.730, 61, 1.000, 7.500,  2.97, 61586, 0, 194
61741, -118.650, 39.960, 61, 1.000, 46.500,     5, 61494, 0, 191
61742, 137.350, -79.210, 61, 1.000, 60.000,  2.59, 61362, 0, 184
61743, 143.920, -114.360, 61, 1.000, 64.000,  11.1, 61679, 0, 184
61744, -91.140, -36.190, 61, 1.000, 55.000,  3.53, 61092, 0, 191
61745, -125.750, 187.290, 61, 1.000, 16.000,  3.08, 61885, 0, 194
61746, -52.510, 76.800, 61, 1.000, 62.500,  2.72, 61291, 0, 194
61747, -131.800, 67.520, 61, 1.000, 31.500,  4.68, 61779, 0, 191
61748, -76.230, -17.920, 61, 1.000, 66.000,  7.06, 61320, 0, 191
61749, -112.150, 114.590, 61, 1.000, 48.000,  7.84, 61731, 0, 194
61750, -59.250, 115.820, 61, 1.000, 56.500,   6.9, 61632, 0, 194
61751, -69.610, -12.140, 61, 1.000, 62.000,  5.08, 61053, 0, 191
61752, -9.010, 22.450, 61, 1.000, 31.000,  7.92, 61870, 0, 194
61753, 164.250, -141.710, 61, 1.000, 55.500,  4.34, 61422, 0, 184
61754, -106.720, 23.720, 61, 1.000, 59.500,  4.26, 61814, 0, 191
61755, -19.140, 35.400, 61, 1.000, 42.000,  3.12, 61675, 0, 194
61756, -65.410, 83.730, 61, 1.000, 72.000, 1.84e+19, -1, 1, 0
61757, -74.950, 101.630, 61, 1.000, 71.500,  18.4, 61605, 0, 194
61758, 99.730, -63.300, 61, 1.000, 49.500,  1.61, 61567, 0, 184
61759, -37.860, 58.320, 61, 1.000, 59.000, 0.791, 61869, 0, 194
61760, 85.310, -41.780, 61, 1.000, 37.000,  5.89, 61031, 0, 184
61761, 152.760, -114.310, 61, 1.000, 63.500,  4.53, 61564, 0, 184
61762, -116.440, 193.230, 61, 1.000, 12.000,  7.18, 61139, 0, 194
61763, 137.080, -101.830, 61, 1.000, 61.000,  4.15, 61327, 0, 184
61764, -29.990, -114.900, 61, 1.000, 19.000,  13.1, 61247, 0, 191
61765, 162.660, -132.590, 61, 1.000, 59.000,  7.99, 61804, 0, 184
61766, -59.230, 80.730, 61, 1.000, 68.000,  4.43, 61783, 0, 194
61767, -43.390, -84.430, 61, 1.000, 30.000,  8.08, 61098, 0, 191
61768, -78.160, 123.960, 61, 1.000, 57.500,  4.87, 61775, 0, 194
61769, -43.680, 52.570, 61, 1.000, 57.500, 0.694, 61158, 0, 194
61770, 146.500, -125.960, 61, 1.000, 63.500,  4.15, 61679, 0, 184
61771, -60.700, 90.080, 61, 1.000, 70.000,  2.13, 61605, 0, 194
61772, -71.420, -40.140, 61, 1.000, 56.000,  3.94, 61610, 0, 191
61773, 97.670, -64.230, 61, 1.000, 48.500,  2.26, 61758, 0, 184
61774, -138.640, 68.280, 61, 1.000, 29.000,  2.93, 61593, 0, 191
61775, -79.870, 119.400, 61, 1.000, 61.000,  2.83, 61317, 0, 194
61776, -70.350, 110.170, 61, 1.000, 66.500,   3.9, 61505, 0, 194
61777, 179.380, -129.530, 61, 1.000, 51.000,  3.42, 61908, 0, 184
61778, 166.150, -152.370, 61, 1.000, 49.000,  1.71, 61600, 0, 184
61779, -131.540, 62.850, 61, 1.000, 33.500,  4.78, 61050, 0, 191
61780, -103.640, 12.990, 61, 1.000, 59.000,  2.14, 61128, 0, 191
61781, 191.070, -172.270, 61, 1.000, 34.500,  3.41, 61719, 0, 184
61782, 149.890, -130.690, 61, 1.000, 60.500,  2.75, 61295, 0, 184
61783, -63.500, 81.920, 61, 1.000, 69.000,  1.96, 61565, 0, 194
61784, -98.480, 14.710, 61, 1.000, 60.500,   2.6, 61018, 0, 191
61785, 121.840, -73.470, 61, 1.000, 61.500,  1.06, 61231, 0, 184
61786, 156.000, -142.190, 61, 1.000, 53.000,  2.72, 61623, 0, 184
61787, -97.830, -25.630, 61, 1.000, 59.000,  6.27, 61138, 0, 191
61788, 169.830, -138.320, 61, 1.000, 54.500,  2.18, 61214, 0, 184
61789, 158.930, -139.500, 61, 1.000, 56.500,  2.44, 61623, 0, 184
61790, -130.680, 41.100, 61, 1.000, 41.000,  6.31, 61817, 0, 191
61791, 75.040, -32.950, 61, 1.000, 29.000,  6.01, 61672, 0, 184
61792, 79.520, -40.630, 61, 1.000, 34.000,   5.9, 61760, 0, 184
61793, 137.080, -113.550, 61, 1.000, 63.000,  1.17, 61695, 0, 184
61794, -3.810, -132.230, 61, 1.000, 9.000,  18.1, 61616, 0, 191
61795, 210.470, -189.610, 61, 1.000, 22.000,  2.39, 61889, 0, 184
61796, -104.510, 8.460, 61, 1.000, 60.500,  4.25, 61988, 0, 191
61797, 71.060, -65.540, 61, 1.000, 24.000,  13.8, 61939, 0, 184
61798, -84.660, -40.720, 61, 1.000, 57.500,  2.26, 61815, 0, 191
61799, 219.780, -211.110, 61, 1.000, 12.000,  1.22, 61851, 0, 184
61800, -48.900, -99.970, 61, 1.000, 21.500,  8.17, 61650, 0, 191
61801, -99.260, 8.750, 61, 1.000, 60.000,  3.11, 61988, 0, 191
61802, -110.910, 106.600, 61, 1.000, 45.500,  8.09, 61749, 0, 194
61803, 124.920, -79.600, 61, 1.000, 63.000,  3.26, 61267, 0, 184
61804, 155.750, -128.570, 61, 1.000, 62.000,  1.37, 61476, 0, 184
61805, -111.060, -10.210, 61, 1.000, 51.000,  1.04, 61562, 0, 191
61806, -43.630, 83.360, 61, 1.000, 60.500,  1.44, 61155, 0, 194
61807, 133.680, -86.220, 61, 1.000, 61.000,  2.43, 61699, 0, 184
61808, -99.300, -12.690, 61, 1.000, 62.000,  1.41, 61111, 0, 191
61809, -38.620, 61.580, 61, 1.000, 61.000,   3.4, 61219, 0, 194
61810, -101.980, 116.360, 61, 1.000, 56.500,  6.52, 61701, 0, 194
61811, 98.730, -79.060, 61, 1.000, 49.500,  5.73, 61670, 0, 184
61812, -64.020, 79.150, 61, 1.000, 68.500,  2.82, 61783, 0, 194
61813, -76.260, -26.540, 61, 1.000, 62.500,  2.67, 61571, 0, 191
61814, -109.640, 20.620, 61, 1.000, 61.000,  12.7, 61988, 0, 191
61815, -82.520, -39.980, 61, 1.000, 57.500,  4.45, 61639, 0, 191
61816, -92.240, 9.420, 61, 1.000, 59.500,  6.58, 61464, 0, 191
61817, -124.750, 38.940, 61, 1.000, 46.000,  2.02, 61494, 0, 191
61818, -128.370, 30.440, 61, 1.000, 47.000,  4.72, 61436, 0, 191
61819, 106.920, -72.130, 61, 1.000, 54.500,  3.67, 61566, 0, 184
61820, -34.460, 26.450, 61, 1.000, 42.000,  5.17, 61585, 0, 194
61821, -133.630, 42.850, 61, 1.000, 38.500,  3.43, 61790, 0, 191
61822, -22.320, -106.690, 61, 1.000, 18.500,  4.58, 61525, 0, 191
61823, 201.200, -223.140, 61, 1.000, 11.000,  7.63, 61871, 0, 184
61824, 120.920, -96.950, 61, 1.000, 59.500,  3.74, 61482, 0, 184
61825, -107.250, -36.150, 61, 1.000, 36.000,  14.1, 61787, 0, 191
61826, -157.830, 67.130, 61, 1.000, 23.000,  6.55, 61148, 0, 191
61827, 124.410, -86.950, 61, 1.000, 63.500,  7.25, 61267, 0, 184
61828, 153.160, -93.450, 61, 1.000, 55.000,  5.93, 61345, 0, 184
61829, -73.000, -47.860, 61, 1.000, 51.500,  4.52, 61333, 0, 191
61830, -27.780, 42.150, 61, 1.000, 47.500,  4.06, 61599, 0, 194
61831, 63.240, 11.700, 61, 1.000, 9.000,  8.58, 61579, 0, 184
61832, -124.290, 70.710, 61, 1.000, 31.000,  8.16, 61747, 0, 191
61833, -79.660, 2.710, 61, 1.000, 60.500,  1.27, 61397, 0, 191
61834, 148.250, -115.060, 61, 1.000, 63.000,  4.39, 61743, 0, 184
61835, -114.240, 53.920, 61, 1.000, 35.500,  5.31, 61662, 0, 191
61836, 166.740, -168.460, 61, 1.000, 43.000,  6.55, 61545, 0, 184
61837, -47.150, 75.850, 61, 1.000, 63.500,  2.49, 61067, 0, 194
61838, -54.250, -47.490, 61, 1.000, 51.000,  8.26, 61121, 0, 191
61839, -114.710, 7.520, 61, 1.000, 57.500,   4.4, 61558, 0, 191
61840, 120.000, -100.280, 61, 1.000, 59.000,  3.09, 61405, 0, 184
61841, 192.810, -183.380, 61, 1.000, 28.000,  5.92, 61845, 0, 184
61842, -48.000, 42.900, 61, 1.000, 54.500,  2.89, 61337, 0, 194
61843, 115.630, -47.240, 61, 1.000, 45.000,  5.77, 61624, 0, 184
61844, -86.940, -1.020, 61, 1.000, 63.500, 0.381, 61300, 0, 191
61845, 197.330, -179.550, 61, 1.000, 28.000,   9.6, 61781, 0, 184
61846, -49.060, -73.960, 61, 1.000, 36.000,  6.94, 61153, 0, 191
61847, -94.510, 109.800, 61, 1.000, 61.000,  3.55, 61238, 0, 194
61848, 53.210, -15.630, 61, 1.000, 15.000,   3.6, 61850, 0, 184
61849, 101.740, -69.390, 61, 1.000, 51.000,  4.64, 61895, 0, 184
61850, 55.740, -18.190, 61, 1.000, 16.500,  14.6, 61638, 0, 184
61851, 220.950, -211.450, 61, 1.000, 12.000,  9.39, 61734, 0, 184
61852, -150.690, 83.540, 61, 1.000, 19.000,  13.3, 61532, 0, 191
61853, -129.060, 54.700, 61, 1.000, 36.000,  3.58, 61091, 0, 191
61854, -57.060, -25.330, 61, 1.000, 54.000,   6.2, 61712, 0, 191
61855, -130.060, 46.460, 61, 1.000, 38.500,   5.4, 61790, 0, 191
61856, 165.190, -147.480, 61, 1.000, 53.500,  3.91, 61201, 0, 184
61857, 35.730, -33.540, 61, 1.000, 8.500,  13.3, 61319, 0, 184
61858, -35.470, 34.090, 61, 1.000, 45.000,  4.66, 61560, 0, 194
61859, -181.590, 117.760, 61, 1.000, 10.500,  3.34, 61259, 0, 191
61860, 115.260, -87.220, 61, 1.000, 62.000,  4.78, 61080, 0, 184
61861, 147.400, -102.500, 61, 1.000, 62.000,   2.7, 61434, 0, 184
61862, 159.250, -143.800, 61, 1.000, 53.000,  4.31, 61789, 0, 184
61863, 141.890, -116.420, 61, 1.000, 62.500,  2.89, 61743, 0, 184
61864, -19.780, 51.150, 61, 1.000, 47.000,  10.4, 61278, 0, 194
61865, -42.200, 82.830, 61, 1.000, 59.500, 0.519, 61155, 0, 194
61866, -25.790, 26.560, 61, 1.000, 41.500,  3.83, 61400, 0, 194
61867, 2.620, 8.960, 61, 1.000, 23.000,  7.71, 61553, 0, 194
61868, -127.270, 144.270, 61, 1.000, 25.500,  6.26, 61086, 0, 194
61869, -37.070, 58.360, 61, 1.000, 59.500,  3.57, 61809, 0, 194
61870, -16.760, 20.830, 61, 1.000, 34.500,   3.9, 61255, 0, 194
61871, 208.110, -219.900, 61, 1.000, 11.000,  12.8, 61734, 0, 184
61872, -19.430, 41.230, 61, 1.000, 43.500,  2.33, 61334, 0, 194
61873, -70.230, 96.600, 61, 1.000, 71.000, 0.891, 61471, 0, 194
61874, -106.730, 31.270, 61, 1.000, 52.000,  2.47, 61243, 0, 191
61875, -70.270, -28.620, 61, 1.000, 61.500,  4.21, 61200, 0, 191
61876, -69.850, -34.560, 61, 1.000, 59.000,  2.96, 61418, 0, 191
61877, -115.720, 156.070, 61, 1.000, 29.500,  5.58, 61232, 0, 194
61878, -62.840, -56.790, 61, 1.000, 47.500,  1.33, 61027, 0, 191
61879, -99.890, -17.340, 61, 1.000, 61.000,  2.12, 61197, 0, 191
61880, 142.890, -104.520, 61, 1.000, 62.000,  3.38, 61643, 0, 184
61881, 119.780, -80.640, 61, 1.000, 63.500,  1.98, 61267, 0, 184
61882, -68.140, 65.950, 61, 1.000, 60.000,  4.49, 61696, 0, 194
61883, 81.400, -19.860, 61, 1.000, 23.000,  2.15, 61458, 0, 184
61884, -78.600, 97.730, 61, 1.000, 70.500,  5.34, 61757, 0, 194
61885, -122.840, 186.270, 61, 1.000, 16.000,    14, 61269, 0, 194
61886, -72.300, 126.320, 61, 1.000, 54.500,  5.82, 61102, 0, 194
61887, -87.520, 114.200, 61, 1.000, 62.000,  2.33, 61501, 0, 194
61888, -79.310, 107.280, 61, 1.000, 67.500,  7.14, 61757, 0, 194
61889, 208.230, -190.430, 61, 1.000, 22.000,  10.3, 61723, 0, 184
61890, -66.010, 76.490, 61, 1.000, 68.500,  5.98, 61783, 0, 194
61891, 94.410, -26.280, 61, 1.000, 30.500,  4.78, 61459, 0, 184
61892, -82.290, -24.140, 61, 1.000, 64.000,  2.52, 61573, 0, 191
61893, -97.490, 149.320, 61, 1.000, 40.000,  7.41, 61438, 0, 194
61894, -27.080, 38.730, 61, 1.000, 44.500,  3.49, 61830, 0, 194
61895, 105.940, -67.410, 61, 1.000, 52.500,  4.82, 61819, 0, 184
61896, 167.690, -92.980, 61, 1.000, 43.000,   9.5, 61054, 0, 184
61897, 211.850, -219.400, 61, 1.000, 10.500,  3.77, 61871, 0, 184
61898, -134.070, 155.090, 61, 1.000, 21.500,  8.23, 61134, 0, 194
61899, -50.150, -40.450, 61, 1.000, 46.500,  1.97, 61313, 0, 191
61900, 44.010, -61.680, 61, 1.000, 4.000,  27.3, 61797, 0, 184
61901, 52.360, 25.760, 61, 1.000, 5.500,  17.8, 61831, 0, 184
61902, 125.570, 88.260, 61, 1.000, 2.000,  24.5, 61969, 0, 184
61903, 183.770, 14.830, 61, 1.000, 2.000,  34.2, 61944, 0, 184
61904, -109.740, -2.870, 61, 1.000, 56.000,  3.58, 61025, 0, 191
61905, -184.570, -46.870, 61, 1.000, 2.500,  26.6, 61979, 0, 191
61906, 34.420, 172.280, 61, 1.000, 1.000,  57.6, 61975, 0, 194
61907, 217.080, -6.870, 61, 1.000, 2.000,  20.2, 61937, 0, 184
61908, 177.130, -126.960, 61, 1.000, 51.500,   5.2, 61531, 0, 184
61909, 69.310, -129.860, 61, 1.000, 1.500,    29, 61995, 0, 184
61910, -170.310, -200.170, 61, 1.000, 2.500,  28.2, 61933, 0, -1
61911, -193.650, 103.880, 61, 1.000, 11.000,    13, 61703, 0, 191
61912, 162.040, 52.650, 61, 1.000, 1.500,  29.4, 61954, 0, -1
61913, -61.330, 165.600, 61, 1.000, 6.500,  30.2, 61993, 0, 194
61914, 127.750, 30.640, 61, 1.000, 1.000,  40.7, 61912, 0, -1
61915, 1.010, -14.190, 61, 1.000, 16.500,  7.55, 61423, 0, 194
61916, -133.250, -83.570, 61, 1.000, 2.500,  31.8, 61956, 0, 191
61917, 211.300, 45.730, 61, 1.000, 2.000,  35.8, 61937, 0, 184
61918, -58.320, 172.370, 61, 1.000, 3.500,  7.41, 61913, 0, 194
61919, 127.600, -99.300, 61, 1.000, 61.500,  1.19, 61284, 0, 184
61920, -214.470, 59.040, 61, 1.000, 2.000,  2.08, 61983, 0, 191
61921, 0.460, -197.550, 61, 1.000, 3.000,  26.3, 61991, 0, 191
61922, -66.300, -122.870, 61, 1.000, 5.500,  21.7, 61923, 0, 191
61923, -45.560, -129.410, 61, 1.000, 9.000,  21.3, 61764, 0, 191
61924, -226.380, 76.710, 61, 1.000, 2.000,  23.4, 61983, 0, 191
61925, -23.030, -196.230, 61, 1.000, 2.500,  23.5, 61921, 0, 191
61926, 195.420, 183.780, 61, 1.000, 2.000,  23.9, 61955, 0, -1
61927, -27.820, 146.400, 61, 1.000, 2.500,    29, 61966, 0, 194
61928, 44.110, -95.740, 61, 1.000, 2.000,  14.7, 61947, 0, 191
61929, 91.530, 95.380, 61, 1.000, 2.500,  62.3, 61951, 0, 184
61930, -192.150, 132.080, 61, 1.000, 6.000,  10.8, 61406, 0, 191
61931, -127.960, -46.820, 61, 1.000, 7.000,  23.3, 61825, 0, 191
61932, -68.660, -178.720, 61, 1.000, 1.500,  34.1, 61941, 0, 191
61933, -192.820, -183.150, 61, 1.000, 2.500,  13.3, 61980, 0, -1
61934, -203.910, -200.890, 61, 1.000, 2.500,    32, 61980, 0, -1
61935, 200.270, -166.430, 61, 1.000, 30.500,  4.83, 61249, 0, 184
61936, 149.040, 184.050, 61, 1.000, 3.000,    23, 61955, 0, -1
61937, 223.700, 12.190, 61, 1.000, 2.000,  71.2, 61944, 0, 184
61938, -94.430, -147.940, 61, 1.000, 2.000,  37.7, 61922, 0, 191
61939, 82.550, -73.110, 61, 1.000, 32.000,  10.5, 61136, 0, 184
61940, -108.180, -155.390, 61, 1.000, 1.500,  15.6, 61938, 0, 191
61941, -73.380, -212.500, 61, 1.000, 2.500,  20.2, 61981, 0, 191
61942, -126.200, 120.690, 61, 1.000, 34.500,  7.32, 61657, 0, 194
61943, -166.170, 18.550, 61, 1.000, 5.500,  18.3, 61693, 0, 191
61944, 153.990, -2.080, 61, 1.000, 2.000,  19.3, 61987, 0, 184
61945, 203.950, 99.940, 61, 1.000, 2.000,  12.4, 61996, 0, -1
61946, 159.990, 212.820, 61, 1.000, 2.500,  30.8, 61936, 0, -1
61947, 34.040, -106.460, 61, 1.000, 2.000,  34.1, 61616, 0, 191
61948, -207.450, 139.970, 61, 1.000, 5.000,  6.27, 61293, 0, 191
61949, -7.730, -150.140, 61, 1.000, 6.000,  4.55, 61301, 0, 191
61950, 72.180, 102.720, 61, 1.000, 1.500,  20.7, 61929, 0, 184
61951, 31.480, 78.820, 61, 1.000, 2.500,  10.3, 61994, 0, 184
61952, -97.110, -98.030, 61, 1.000, 3.500,  10.5, 61973, 0, 191
61953, -133.770, 104.440, 61, 1.000, 23.500,  17.9, 61942, 0, 194
61954, 184.190, 71.990, 61, 1.000, 3.000,  83.7, 61982, 0, -1
61955, 171.770, 180.510, 61, 1.000, 3.500,  25.7, 61982, 0, -1
61956, -137.240, -52.000, 61, 1.000, 3.000,  10.6, 61931, 0, 191
61957, 127.020, 206.970, 61, 1.000, 2.000,  31.8, 61936, 0, -1
61958, -54.220, 10.320, 61, 1.000, 31.500,  7.56, 61106, 0, 194
61959, -27.480, -225.550, 61, 1.000, 2.500,  32.8, 61981, 0, 191
61960, 81.800, -29.170, 61, 1.000, 31.500,  5.37, 61672, 0, 184
61961, 135.120, -95.890, 61, 1.000, 62.500, 0.734, 61619, 0, 184
61962, 226.850, -121.490, 61, 1.000, 1.500,  36.6, 61629, 0, 184
61963, 89.180, 14.010, 61, 1.000, 9.000,  17.9, 61189, 0, 184
61964, -91.850, -215.510, 61, 1.000, 2.000,  18.7, 61941, 0, 191
61965, 135.590, -229.990, 61, 1.000, 1.000,  61.4, 61011, 0, 184
61966, -40.970, 120.560, 61, 1.000, 24.000,  18.9, 61750, 0, 194
61967, -1.700, -139.520, 61, 1.000, 8.000,  2.42, 61167, 0, 191
61968, 28.440, -204.930, 61, 1.000, 2.500,  28.9, 61921, 0, 191
61969, 106.430, 72.950, 61, 1.000, 2.000,  26.9, 61929, 0, 184
61970, -87.560, 217.490, 61, 1.000, 2.000,  37.7, 61762, 0, 194
61971, -202.650, -20.840, 61, 1.000, 2.000,  16.9, 61999, 0, 191
61972, -206.350, -124.760, 61, 1.000, 1.000,  46.6, 61980, 0, -1
61973, -86.880, -95.790, 61, 1.000, 7.000,  28.3, 61195, 0, 191
61974, 123.550, -39.190, 61, 1.000, 34.000,    11, 61621, 0, 184
61975, -22.690, 179.580, 61, 1.000, 2.500,  34.3, 61984, 0, 194
61976, -119.640, 7.300, 61, 1.000, 56.500,  4.93, 61839, 0, 191
61977, -94.160, -62.780, 61, 1.000, 25.000,    24, 61798, 0, 191
61978, 110.240, -151.080, 61, 1.000, 3.500,  34.7, 61107, 0, 184
61979, -162.030, -32.800, 61, 1.000, 2.500,  31.4, 61956, 0, 191
61980, -195.390, -170.060, 61, 1.000, 2.500, 1.84e+19, -1, 0, -1
61981, -60.160, -227.720, 61, 1.000, 2.500,  67.7, 61921, 0, 191
